"Var1","Var2","Var3","Var4","Var5","classes"
2.14827170955809,1.06904456919924,0.987503957681503,2.8036278529538,1.82429910070792,1
3.01982106321415,1.71099292522097,1.07790575551096,2.21411428399976,1.99752774314687,1
1.0746482548177,1.06381665103617,1.8265354951533,3.21176283732132,1.11378811527176,1
1.83394906147185,0.967693771136159,3.07133037563711,2.07633937070161,1.62704740357062,1
2.99132230278353,1.26157519755225,1.83646254880896,2.93055917052859,1.96099831019835,1
2.93193028203504,3.44221173353908,1.09536555277997,2.03798269944951,0.779548825451981,1
1.39309171403585,2.20852181170323,1.27084028690527,2.61509436667334,2.10843222094735,1
1.16980256273323,2.41799593718022,2.57453437823884,2.825470132536,1.07789198100377,1
2.79702111118837,2.99975386102123,1.11753102166211,3.33399515928281,0.821433553216706,1
0.771511313751944,3.09104875327448,2.93212925579502,0.911184156710391,0.441739452116024,1
2.07522339790943,2.84765728778526,2.13830452954679,0.972974092510683,1.1187778887877,1
1.08276936636899,2.30575956150932,1.95444300567186,1.17776469529945,3.15811993183567,1
2.99063114353604,0.703221328422487,1.08960048909786,2.44590617381173,1.99565108032681,1
3.09286400620709,1.60953547302495,1.68238860303017,2.28754692818891,1.02941273307233,1
1.10412239461769,0.980234058253941,3.11711289330812,2.22610363942521,0.83928504608873,1
0.856964106543304,3.16904686676885,2.54861250485935,2.04731859507073,1.95590609028638,1
1.58730527497095,3.00649882747498,0.796781220174749,2.17538427476455,2.01186542176346,1
2.26091525313697,1.22268540436931,1.05518561702516,3.36644869637893,2.92761650259686,1
3.02356196943666,2.92032397435662,2.69029583926272,0.974528593170715,1.97670013214694,1
0.476481610494709,1.98072635228214,0.725488476654581,3.52753811724748,1.54167200278114,1
3.08265881913654,1.68468040726704,3.34979078127935,3.323856946935,3.33157045979389,1
1.85601969935956,2.18763144011607,0.831125764000601,3.19837498917366,2.11171787575283,1
1.06984034818789,2.97175505237483,2.9074655914939,1.06502577860973,1.07329138763276,1
1.7821490612616,1.23910735996973,0.784659695797685,0.944853709503128,2.34801766042626,1
1.03164040622303,0.910293703254675,1.84644532622213,3.11754957690623,1.78092975334135,1
1.88903070066103,1.03367471862216,1.1294849400797,0.84834517416262,3.24989102232813,1
3.22152910626478,2.88724089327553,1.55593620466548,3.23022193778226,1.86827705148861,1
0.787344857466177,3.20170226065189,2.80930205183525,0.817742851445655,2.30626215582149,1
0.830470656930414,1.42626700907794,2.8477587760336,1.96051492162279,2.10353620499737,1
1.77768881826715,1.91902395215628,1.02564499978355,2.90945435131232,2.15701996053991,1
