"Var1","Var2","Var3","classes"
2.76319163410764,1.04877913460472,1.0466073766931,1
2.84578451037038,1.92806176368983,2.84885893424395,1
3.06367258268526,1.78249630139713,2.90485270320118,1
2.67940711761068,1.92734127055139,3.12886284080533,1
3.35658211252932,1.72753605183937,2.53276243708394,1
3.39354254442131,0.697502864319515,1.03385848470738,1
3.03916957359281,1.87671131912729,3.62679245561701,1
3.01651242298536,2.06257459114,3.13726882994886,1
3.00824256046305,0.614909271645829,0.992421114496653,1
3.46077276333614,2.42092165796691,3.07516341992025,1
3.08452691048104,1.48269609631691,0.894946048065405,1
3.17223543862279,0.57408556428269,1.03416503594071,1
3.0237696164763,2.22222221099521,3.20680643789922,1
2.9842613567375,2.09082061489817,2.87392368518176,1
3.10637507362444,2.30925875336491,3.19621260970668,1
2.89037887674085,2.11828729322405,3.09452334274862,1
2.89868092094423,0.868971328160976,0.7966707651778,1
3.07260823482877,1.17012281220489,1.08282693059341,1
2.68257385379145,1.86571396858927,2.63298330282598,1
2.81640934850647,1.43404611883093,0.680624341129263,1
3.024742692404,2.18177079121421,2.90720090417128,1
3.07017603631626,2.2925800609809,3.21188856183833,1
2.74593558196568,2.29869826567622,2.89962791621103,1
3.09675046673404,2.26694512385945,2.84028763723493,1
3.03230762013781,1.18753192160789,1.00530858194232,1
3.13894659170472,1.60721878393308,2.75901888279593,1
2.74645019726223,0.794288671383635,1.08047858959809,1
3.01702614754443,2.26784194420758,3.35577819745062,1
2.91347242847386,2.36063084371493,2.98012508639577,1
2.63798206674802,1.37167684171918,1.13891643647667,1
3.06081826842916,1.7999452853624,2.61539676131356,1
3.04184961265424,2.15290839504856,3.13374471294443,1
2.68371129153368,2.33648294594982,3.17512882345726,1
2.90884723225661,2.02330857649085,3.06781104201382,1
3.11193682555751,0.917170907568513,1.13900923445455,1
3.03386273248673,2.40020319820778,2.78198560189817,1
3.55419281032502,1.88934007242381,2.67452527784205,1
3.13919606081151,0.852142126435288,1.2254690753094,1
2.97874635215545,0.991302030630931,1.22171085100704,1
3.19046263437207,1.72193812370132,2.80562375595275,1
2.9511171454534,0.918496506888173,0.995346111111172,1
2.9711144328461,1.76632911467729,2.7459238443477,1
3.14940260985102,0.956885772769953,1.13285757764847,1
2.87024563472311,1.33312553323501,0.719709248912557,1
3.07701002580876,2.39238603203147,3.18693552065187,1
3.19429712579019,0.67607645514537,1.03670252749899,1
2.92232475080128,1.84928833148179,2.96656314702151,1
3.06118410586396,0.701648920369926,1.06347771902067,1
3.06741867728884,1.99346834628613,3.33133662830858,1
3.16116913416478,0.972879913003995,1.09890668901354,1
2.88384200179574,1.96661302545755,3.03798508877123,1
2.87471414439011,1.08395601101338,0.873419633869467,1
3.03439828635723,1.11524917911722,1.19569779533292,1
2.71565590722517,1.9062115397727,3.51766070349291,1
3.01920607041863,0.940698730623756,0.756177153279747,1
2.99645969800398,1.98798870370457,3.04729236256922,1
2.78518782925674,2.50582677665999,3.17586137676493,1
3.20338061405639,1.92500587216699,3.35463307361298,1
2.74561439374998,2.04173536431844,3.05612085713817,1
2.62277102637429,2.07561128342812,3.29365257743733,1
2.99432858854597,2.45363051544097,2.95513124406589,1
3.36838726482106,0.502965699976294,0.905202516002933,1
2.75706489549705,0.949015753007617,1.15506385774577,1
3.1196240764954,1.89604442814483,2.908358453482,1
2.70095634885066,1.12921030361532,0.799034181219161,1
3.06097526430734,1.59691126342086,2.70627173367901,1
