"Var1","Var2","classes"
0.86130193285495,0.693332748754774,1
0.796466297516346,2.76252071579639,1
1.97617652655054,0.491543317567585,1
2.34676575211924,1.16227231762007,1
0.822893837700149,1.89353110546088,1
0.711098030343347,1.31897045170187,1
2.82127629652335,2.15608080953462,1
1.29840047725498,0.739054565540564,1
1.3450205908702,1.95547290594905,1
1.28072804807258,1.53494461392541,1
2.26312893328903,1.12955234182316,1
1.25359392060096,0.752700300995761,1
1.44012874021887,0.907659254552442,1
1.17305898422217,2.01169308925329,1
0.843333063996621,2.29002345940796,1
2.3914847801658,1.05553570754438,1
3.21899218157649,1.02803923370515,1
2.35401189059199,1.7173966361004,1
3.26135839670211,1.96420134555615,1
2.89767048129212,0.576590879252833,1
0.865662003683661,0.570292558191209,1
1.2652964362136,2.94601649387008,1
1.23131415266374,2.03822759763465,1
2.46046088466226,0.458078158681409,1
1.05657543035634,0.662998429387041,1
3.13924851805243,1.19696762695613,1
3.0383075676478,2.17461290123008,1
2.71271564913853,1.07363931283954,1
0.685734019501052,1.07188800789016,1
2.97526347795564,1.24283939469124,1
3.23163938845536,1.52183921399954,1
0.834124266952001,3.1155716926648,1
0.984881357616372,1.1281482590435,1
0.841507402829387,0.842304282524007,1
2.03509890343755,1.26891490672635,1
0.901890533300333,2.98730946295856,1
1.23276516768547,2.59648194863041,1
1.07684565674871,2.88045299466843,1
1.67840148571454,0.894687104215979,1
1.02247301639468,2.14586471113101,1
1.02486231409584,1.0524041054937,1
0.673250998291779,1.80044853281755,1
3.10252840514296,0.716684490227244,1
0.960085048965482,2.91704556168997,1
3.03851123092478,1.92144995002356,1
3.02624439129756,1.07976833194891,1
0.963202581062535,2.14828003813519,1
1.40736977823185,1.06898411820153,1
1.0645853861319,0.691630635079074,1
2.83831652997739,2.14886257375233,1
1.21068616049575,2.19765722899563,1
2.03647137892977,0.830578653158379,1
2.67771709757925,0.619169916405311,1
0.827733025795045,3.32428954203259,1
2.42427963982827,0.772708912409624,1
1.01129937594755,3.33226496730449,1
0.635942230322818,1.38023854501817,1
3.19687220681764,1.08698485116121,1
3.27822517526055,1.10194113886926,1
2.24395850080129,1.07245740492121,1
1.90040469597783,1.04092980873169,1
2.75234843529048,0.89745247862457,1
1.00462360857921,2.35141050117125,1
1.18463718926221,3.08159826573896,1
2.68829504471156,1.8195727733137,1
1.36198430097225,1.28725496828735,1
2.80242385763111,1.12164654401124,1
2.92742890882477,0.953288021644009,1
1.24711574745944,2.89946911978627,1
1.95123507613221,0.927221480680143,1
2.77884764985032,1.91509304358655,1
2.81600553467493,1.99844995587308,1
1.1917825844746,3.28576055574264,1
0.9764961649972,1.21880260034932,1
1.09745986109636,0.993528396104966,1
3.10800071138219,1.2625767755353,1
1.80493442884656,0.934323623732847,1
0.951704018762333,0.882965768562543,1
0.731086094662278,3.08190602598316,1
2.8887013748861,1.898697117175,1
0.817410182244489,2.84181677292257,1
3.1002756221553,1.29799442430371,1
1.94986204207222,0.852887668332101,1
0.672588054206464,1.69305020030171,1
1.54353672159903,1.94552968039249,1
3.00152063398594,1.93096901093689,1
3.42316034496395,0.851150255231958,1
1.0557343831633,2.94144115397357,1
2.68479671887096,2.42641665481281,1
0.925015621529317,2.81831781043881,1
0.791401730492706,2.70789015399054,1
1.32336238293707,0.762454363212353,1
2.9001036400038,1.02934397098707,1
2.92239761341992,2.19618297509642,1
2.91615577862956,1.05683473226253,1
2.79010392762197,1.44220524363889,1
0.813588750714902,2.81516288368613,1
2.47385521679428,1.0243760000574,1
3.12293185021027,0.925050043665639,1
1.00784910753989,1.40787151052182,1
1.20484828318006,2.14749754245496,1
1.23264853179402,2.97919939847404,1
1.28414588208555,2.00640470739581,1
1.03192815648221,2.64098973645925,1
0.480680350516239,2.28051222878107,1
1.040103946627,2.90326643095483,1
0.806062317591029,3.13604518309349,1
1.40148869562752,0.900100769545063,1
1.27516560864155,2.01030973446394,1
1.3461255604412,3.06732412752982,1
1.09002148034376,2.90390321254864,1
0.969656514548526,1.28732519257826,1
1.06957441234714,2.69511837924468,1
3.06789803022273,0.93314314307858,1
1.83500768766488,1.01258483648235,1
3.26713671035678,1.75590065350687,1
0.410047787905369,3.1751722428225,1
2.7090275162034,1.32672417773693,1
2.83089744320651,1.88364237633069,1
2.87259797824695,1.79329029127728,1
2.74397389160578,1.97540775962532,1
3.28372833295146,2.33230765170036,1
2.18617775971637,0.9892145845896,1
1.19211467802979,1.53182765837642,1
2.90832612257486,0.996388566691213,1
1.42040436232273,0.839827009523524,1
2.95343216513296,0.946265946800003,1
1.10687695530456,2.83958528442291,1
2.99250990656507,0.961511858277784,1
1.15577237897267,1.91096415614285,1
1.83970737349539,0.859454585159321,1
2.78927742076101,2.56188294511405,1
2.814073890769,1.81322143921068,1
1.05933349011329,2.91550367713171,1
1.88817871519761,1.41079265240933,1
3.18564531065823,2.01029703312419,1
1.15513072564992,2.04401764119106,1
0.652744368642877,1.04009114464324,1
2.85205276884235,1.92027510272652,1
1.17868527197855,0.737186654390458,1
1.09053800222448,1.05159546137145,1
1.15449904497087,2.91633424674599,1
3.03889154465546,1.63508879636187,1
