"Var1","Var2","classes"
0.912191172892488,0.993934160271644,1
3.17185557512656,1.5670746768929,1
1.41107344508261,2.96296330650424,1
1.16140881744649,2.99151943551576,1
3.00340139088755,1.6872168706265,1
2.21697617588112,0.228504246672576,1
1.51676718176422,1.19737752977815,1
3.23096084279653,3.08865217168415,1
1.45380412070687,0.825856239558431,1
1.36308073145556,2.51551842584678,1
0.906352004209185,1.89261108586887,1
1.1869768055409,1.03148999211053,1
2.46687181141556,3.13003478903299,1
3.18655131229337,1.26521455192526,1
2.85437891365381,0.876636381005023,1
3.62594004060383,2.90659126331984,1
3.57562746610263,2.66584319154755,1
2.6196312697252,0.730772303013429,1
1.04918924914907,1.05547585215274,1
2.98623289037759,1.03425037980971,1
0.711280467260802,1.29695624028769,1
1.2092823124639,1.67975366238636,1
2.81753777544778,1.16664069216852,1
3.18360128991606,3.13314906782016,1
2.60694787737547,2.59392092344902,1
0.57228245753318,3.58792965516673,1
2.73371760014746,0.693742934821938,1
0.879025012495587,3.62440687082508,1
3.2243407291141,0.527696958951953,1
1.04386135544795,1.18412558481962,1
1.72333945118196,1.19423043667822,1
1.87420401947912,0.283421254108022,1
1.37537475662461,3.05288269893733,1
1.43107399878485,1.66261973432232,1
3.13281506385785,1.2444688584027,1
3.36224839425705,2.6236949151594,1
3.38724751217654,2.43768671275136,1
0.397322977600805,3.49883971103709,1
0.881832508202778,3.31685662388668,1
2.86327645221636,2.88624909938415,1
3.06388212449914,2.93158447715991,1
2.2922989275556,1.23540045166323,1
3.19512463184245,3.35388466285666,1
1.64903262192697,2.17007049795984,1
3.1149206935257,3.07972856910398,1
1.34996059099797,3.0774541630413,1
3.31580883213202,0.986876000889668,1
3.51844218497598,1.52716593878324,1
0.702238384233234,1.31511025762604,1
2.60599570483258,1.04725582347846,1
1.85028021941251,0.747388266806377,1
3.05056427740478,2.57605482232206,1
1.03734543336287,0.885717750170316,1
1.09382304418371,3.19979857056039,1
1.27836222515544,3.30195060523181,1
1.31667925179807,0.919906109722485,1
2.45563257448628,3.03549094715422,1
0.946568112429212,3.21738321759556,1
2.63223425683321,1.2050968897937,1
3.43806282129308,1.46368576914986,1
0.544854257250535,0.883365290820257,1
0.0633463918793901,1.09153797649311,1
3.90015485746225,3.29246043366301,1
3.41337675632148,0.970855907327693,1
0.695238342830085,0.934351431218057,1
0.835717336996891,2.4089804263239,1
2.95182757383362,1.02474159424723,1
2.63642959247477,2.94954403147077,1
2.77882897733065,0.621447335932698,1
3.21516049415021,1.14929046699553,1
3.0881020460486,1.72554251872549,1
2.52981423175099,1.85552906331518,1
3.10166697635871,0.548151957234553,1
0.840261558052048,3.47797888332215,1
3.44621454594716,2.86194306805653,1
3.48703978709674,1.74414394032262,1
0.88755938839135,1.5058980904656,1
3.39431881359369,2.86110346690105,1
3.22802135182265,0.646894367980664,1
0.899047228497791,2.64250244522004,1
3.07973756561825,3.30170119235979,1
0.856841183550126,3.64464471524498,1
0.666998857763073,0.657043433130295,1
2.99116046546233,2.905642573603,1
2.8612374472667,3.53875425472985,1
2.98383333803316,3.41561103900258,1
0.86893345685704,3.10968192374558,1
1.47128640413598,0.915930740825923,1
