"Var1","Var2","Var3","classes"
1.37459905863487,3.43299232703209,3.21039966275587,1
1.59751552278407,2.86472441416905,4.0486734760645,1
0.516331361303011,3.29670965307368,2.96611515977592,1
1.35253210816521,1.77189303191215,1.83836903749345,1
2.46014954163051,1.80312378474653,1.89750826678075,1
1.1003452535402,3.45755727069306,3.54244063064914,1
2.69919641832296,2.63432574677581,1.1162186446689,1
3.1983969162156,1.1881061099854,2.07619300121084,1
3.0867328450686,2.04756484939347,0.951192439374348,1
2.0264968087901,0.654227181583203,3.47186036081938,1
1.15687530712597,2.00738774037218,2.28517609410678,1
3.12121392067171,1.83839016704408,1.43911995510215,1
2.94801451070829,0.977743058067621,2.22831647163453,1
0.772071836154573,1.66744853490512,1.90080924993739,1
0.809394007672531,3.44306308406855,3.32910944820989,1
0.37541641583161,2.23119710253517,1.88278054505349,1
3.33778459416638,1.71006614917036,1.81314272868657,1
2.90659568252024,2.09964873828549,0.66243737929227,1
0.38298908568588,3.13121419800578,3.44282630152598,1
2.81320606789694,0.674477965593474,2.41502497483709,1
2.89347650172563,0.921037543263718,2.20222603198327,1
1.00651356718625,2.26579816278499,1.68995314705373,1
3.46123928528132,1.86329231895545,1.75189650155018,1
2.66117353131877,1.50110640767753,1.94456877081319,1
2.89709773818668,0.54382249111338,3.3200621285652,1
1.65794701882463,1.65274969136415,1.96288273105248,1
0.844156519637979,2.61257407318142,2.80323058682379,1
0.876059434498966,0.584052476866414,2.41546311040438,1
2.71171970126998,1.70396331171272,1.61310815680921,1
1.13902306591337,1.36393808048245,2.15027360039544,1
3.02893796859014,1.36873096408371,0.539283570406965,1
1.93053660671909,1.20753482165532,2.5106179074488,1
3.02152953149475,1.04050973555107,1.82882363594604,1
2.31985209524316,0.725011217738119,2.04185609488655,1
0.680802808104501,3.83260092172947,3.27727517432033,1
3.03619013017464,1.90352728161212,1.08858619420947,1
0.519404420320203,3.07732182997424,3.5394131440139,1
1.40355002475234,2.83044539760081,2.45074174183687,1
1.56029722136246,1.56208938852097,2.21950997780075,1
