"Var1","Var2","Var3","Var4","Var5","classes"
0.572320564647525,1.33321231758006,0.68452090883234,2.46815740368745,2.59631707536449,1
1.16735989104286,2.10475863804941,3.54609170716753,3.24076906475713,3.06138190768201,1
0.816374727379788,1.07867827196473,2.89408039781924,2.91913454660773,3.44144967631685,1
2.13555273353986,0.448776809375452,0.741446745664791,2.34579956463433,0.966606777435352,1
1.38421429727475,2.51150569543258,0.191268486431764,2.16441975211955,1.95477593565112,1
2.77530396305275,2.52023642188009,1.27727216481256,2.91287743883416,1.80849813421586,1
1.85620136413034,2.29586957026878,3.55872402200575,1.75487833310186,2.80847242542648,1
2.66961073672837,0.81188699170882,2.85398992716196,3.0956618225674,3.39310971191832,1
1.09485182894655,1.51416460724362,2.95351390930283,1.00972580108909,1.55374873971463,1
3.51563237037594,1.8460612837639,3.32066151258926,3.68929190079251,2.05591241174308,1
2.84963272471742,0.790767205462692,0.609307369452912,3.15516604950797,3.57325603556161,1
3.34569195225288,2.80888231948964,2.14755093243263,1.02322989091719,2.13147189687728,1
1.19535030620158,1.66654989377371,3.46282959738372,1.6885327315393,2.68930696092315,1
2.88603505055438,1.22648170263368,0.446963751608723,1.79288259059933,1.25634888275071,1
0.301293579622816,-0.34078955156928,1.65108038396553,2.88184059254455,1.40794590075395,1
0.694950275301829,1.30137913449957,0.895023256186704,2.55550839331192,2.37822712403684,1
3.09442298422947,1.35481603171575,1.02379768857914,3.02712978513057,2.82548487386863,1
1.38384758896978,2.17812972779689,2.83465581018156,1.24260429828409,3.60314092209385,1
0.686932314437889,0.770161734301316,2.71700720095723,3.29349472830096,2.93225045526461,1
0.305606919255884,1.7235717371174,2.870727003904,2.98480208744488,3.74066969288072,1
3.72038291454065,0.293875411600603,3.10292629220291,2.77738641235219,1.26613821429259,1
3.28198485850963,1.36601093754348,2.80949656023856,1.16243136354115,0.91119190598932,1
1.33345386011624,0.867761431684048,1.09783371530117,1.79416527051366,3.87908084030178,1
1.3115824567518,0.889226038801571,2.68926373656303,2.81482384681655,1.46399307083774,1
1.89613970126569,1.72752052098662,1.61137089391323,1.0540210320418,-0.0557649235913784,1
1.12185200880282,1.7142888813371,1.88122106430384,1.94114276047916,2.94616143955625,1
1.78034966419797,1.89556390346626,2.1174255828432,0.89635598917219,0.999591149494383,1
1.42825856633872,1.04414236209204,2.3347764500075,1.97343517443783,2.45299153879064,1
2.00971606884705,1.62127542206947,0.549458493053835,2.90701518661991,2.66385801743357,1
2.10734214061118,1.76141659576931,0.33638400344475,3.78587532664947,2.65693196288828,1
2.93822179481573,3.32877280999762,2.85944316423565,0.566696905457119,2.50913189539739,1
0.975128996748944,1.06947605933094,3.22245615936656,2.6939627534972,3.14620166252608,1
2.06113856488634,2.3077465529427,2.18283484114072,2.06823672145468,2.57893030259566,1
3.09796614153448,1.62806756869091,2.74700210602551,1.66215389611089,1.05496096757493,1
3.21347270997318,1.69892933132203,0.864761780550479,0.796668483803717,2.26836120661273,1
3.12704126555461,1.40596479917885,3.11769251328991,2.06901292479573,0.486375995515658,1
3.39235581537045,1.14275867734317,2.94140116920316,1.19293213115782,0.973004618394098,1
1.98305727958343,0.708206011478475,2.12499842978601,2.69889571545609,1.95843139480393,1
3.16492932361297,1.0437036022923,3.03883626431317,2.25482603678447,2.02045636232614,1
