"DATASET","P","CLASSIFIER","STAT","BASE.SUM","BASE.PROD","BASE.MAJ","BASE.MIN","BASE.MAX","DIST.SUM","DIST.PROD","DIST.MAJ","DIST.MIN","DIST.MAX","REV.SUM","REV.PROD","REV.MAJ","REV.MIN","REV.MAX"
"spambase","2","multinom","accuracy","0.864","0.864","0.868","0.864","0.864","0.848","0.864","0.868","0.864","0.848","0.86","0.864","0.86","0.864","0.86"
"spambase","2","lda","precision","0.880782608695652","0.880782608695652","0.836779661016949","0.880782608695652","0.880782608695652","0.87414371257485","0.880782608695652","0.836779661016949","0.876098765432099","0.865076923076923","0.878567567567567","0.880782608695652","0.881552447552448","0.876098765432099","0.878827586206897"
"spambase","2","lda","recall","0.925452054794521","0.925452054794521","0.923150684931507","0.925452054794521","0.925452054794521","0.93572602739726","0.925452054794521","0.923150684931507","0.923452054794521","0.93172602739726","0.884630136986301","0.925452054794521","0.872356164383562","0.923452054794521","0.875780821917808"
"spambase","2","lda","accuracy","0.892","0.892","0.86","0.892","0.892","0.892","0.892","0.86","0.888","0.884","0.872","0.892","0.868","0.888","0.868"
"simulC2","2","forest","precision","0.535761904761905","0.535761904761905","0.516193548387097","0.535761904761905","0.535761904761905","0.527","0.540352941176471","0.516193548387097","0.549473684210526","0.535069767441861","0.567752808988764","0.535761904761905","0.577065420560748","0.501036144578313","0.55721568627451"
"simulC2","2","forest","recall","0.434030303030303","0.434030303030303","0.306393939393939","0.434030303030303","0.434030303030303","0.418666666666667","0.439818181818182","0.306393939393939","0.426666666666667","0.437818181818182","0.470757575757576","0.434030303030303","0.520424242424242","0.404878787878788","0.491484848484849"
"simulC2","2","forest","accuracy","0.512","0.512","0.484","0.512","0.512","0.504","0.516","0.484","0.52","0.512","0.54","0.512","0.556","0.484","0.536"
"simulC2","2","svm","precision","0.551234042553192","0.551234042553192","0.74","0.551234042553192","0.551234042553192","0.547714285714286","0.551234042553192","0.74","0.583801801801802","0.581586206896552","0.565619047619048","0.551234042553192","0.679928571428571","0.468805970149254","0.650655737704918"
"simulC2","2","svm","recall","0.468545454545455","0.468545454545455","0.247575757575758","0.468545454545455","0.468545454545455","0.458969696969697","0.468545454545455","0.247575757575758","0.535787878787879","0.325969696969697","0.457393939393939","0.468545454545455","0.458878787878788","0.351212121212121","0.456666666666667"
"simulC2","2","svm","accuracy","0.528","0.528","0.48","0.528","0.528","0.524","0.528","0.48","0.564","0.508","0.536","0.528","0.592","0.46","0.58"
"simulC2","2","xgboost","precision","0.486","0.486","0.44275","0.486","0.486","0.490577319587629","0.486","0.44275","0.472574257425743","0.530038461538462","0.526727272727273","0.486","0.569103448275862","0.455009708737864","0.555037037037037"
"simulC2","2","xgboost","recall","0.421606060606061","0.421606060606061","0.303545454545455","0.421606060606061","0.421606060606061","0.423606060606061","0.421606060606061","0.303545454545455","0.415606060606061","0.471909090909091","0.458545454545455","0.421606060606061","0.533575757575758","0.403818181818182","0.502848484848485"
"simulC2","2","xgboost","accuracy","0.472","0.472","0.448","0.472","0.472","0.476","0.472","0.448","0.46","0.512","0.508","0.472","0.552","0.444","0.536"
"simulC2","2","multinom","precision","0.505111111111111","0.505111111111111","0.450222222222222","0.505111111111111","0.505111111111111","0.490808988764045","0.505111111111111","0.450222222222222","0.476444444444444","0.471758241758242","0.533777777777778","0.505111111111111","0.50463829787234","0.460939759036145","0.504416666666667"
"simulC2","2","multinom","recall","0.422030303030303","0.422030303030303","0.288606060606061","0.422030303030303","0.422030303030303","0.408454545454545","0.422030303030303","0.288606060606061","0.398666666666667","0.396666666666667","0.445393939393939","0.422030303030303","0.429606060606061","0.373727272727273","0.433393939393939"
"simulC2","2","multinom","accuracy","0.488","0.488","0.456","0.488","0.488","0.476","0.488","0.456","0.464","0.46","0.512","0.488","0.488","0.452","0.488"
"simulC2","2","lda","precision","0.505111111111111","0.505111111111111","0.450222222222222","0.505111111111111","0.505111111111111","0.490808988764045","0.505111111111111","0.450222222222222","0.481191011235955","0.471758241758242","0.524727272727273","0.505111111111111","0.50463829787234","0.46580487804878","0.504416666666667"
"simulC2","2","lda","recall","0.422030303030303","0.422030303030303","0.288606060606061","0.422030303030303","0.422030303030303","0.408454545454545","0.422030303030303","0.288606060606061","0.400666666666667","0.396666666666667","0.433818181818182","0.422030303030303","0.429606060606061","0.375727272727273","0.433393939393939"
"simulC2","2","lda","accuracy","0.488","0.488","0.456","0.488","0.488","0.476","0.488","0.456","0.468","0.46","0.504","0.488","0.488","0.456","0.488"
"simulC2","2","forest","precision","0.545310344827586","0.545310344827586","0.563094527363184","0.545310344827586","0.545310344827586","0.553216783216783","0.545310344827586","0.563094527363184","0.523503546099291","0.552312925170068","0.576326241134752","0.54925","0.586751879699248","0.526","0.578992481203008"
"simulC2","2","forest","recall","0.568238805970149","0.568238805970149","0.703641791044776","0.568238805970149","0.568238805970149","0.572238805970149","0.568238805970149","0.703641791044776","0.537582089552239","0.579701492537313","0.591701492537313","0.570238805970149","0.584507462686567","0.558238805970149","0.576776119402985"
"simulC2","2","forest","accuracy","0.532","0.532","0.564","0.532","0.532","0.54","0.532","0.564","0.508","0.54","0.564","0.536","0.572","0.512","0.564"
"simulC2","2","svm","precision","0.530590163934426","0.530590163934426","0.509764705882353","0.530590163934426","0.530590163934426","0.538225806451613","0.530590163934426","0.509764705882353","0.538608695652174","0.549464566929134","0.523186440677966","0.530590163934426","0.459113402061856","0.561698924731183","0.477524752475248"
"simulC2","2","svm","recall","0.506","0.506","0.580089552238806","0.506","0.506","0.517462686567164","0.506","0.580089552238806","0.450029850746269","0.53465671641791","0.490805970149254","0.506","0.393641791044776","0.471223880597015","0.416567164179104"
"simulC2","2","svm","accuracy","0.512","0.512","0.496","0.512","0.512","0.52","0.512","0.496","0.512","0.532","0.504","0.512","0.444","0.532","0.46"
"simulC2","2","xgboost","precision","0.526833333333333","0.526833333333333","0.56125","0.526833333333333","0.526833333333333","0.534305555555556","0.526833333333333","0.56125","0.530108843537415","0.530108843537415","0.557211267605634","0.526833333333333","0.574117647058824","0.529812080536913","0.562321167883212"
"simulC2","2","xgboost","recall","0.547044776119403","0.547044776119403","0.682985074626866","0.547044776119403","0.547044776119403","0.554776119402985","0.547044776119403","0.682985074626866","0.556507462686567","0.556507462686567","0.574238805970149","0.547044776119403","0.578507462686567","0.560238805970149","0.568776119402985"
"simulC2","2","xgboost","accuracy","0.512","0.512","0.56","0.512","0.512","0.52","0.512","0.56","0.516","0.516","0.544","0.512","0.56","0.516","0.548"
"simulC2","2","multinom","precision","0.540625954198473","0.540625954198473","0.55207486631016","0.540625954198473","0.540625954198473","0.537777777777778","0.540625954198473","0.55207486631016","0.56168253968254","0.514129032258065","0.55315625","0.540625954198473","0.546786885245902","0.513625","0.5555"
"simulC2","2","multinom","recall","0.534388059701493","0.534388059701493","0.662059701492537","0.534388059701493","0.534388059701493","0.521194029850746","0.534388059701493","0.662059701492537","0.544388059701493","0.494268656716418","0.540388059701493","0.534388059701493","0.521462686567164","0.501731343283582","0.525462686567164"
"simulC2","2","multinom","accuracy","0.524","0.524","0.548","0.524","0.524","0.52","0.524","0.548","0.544","0.496","0.536","0.524","0.528","0.496","0.536"
"simulC2","2","lda","precision","0.536923076923077","0.536923076923077","0.555569892473118","0.536923076923077","0.536923076923077","0.537777777777778","0.536923076923077","0.555569892473118","0.566","0.514129032258065","0.55315625","0.536923076923077","0.551123966942149","0.513625","0.559915966386555"
"simulC2","2","lda","recall","0.52865671641791","0.52865671641791","0.664059701492537","0.52865671641791","0.52865671641791","0.521194029850746","0.52865671641791","0.664059701492537","0.546388059701493","0.494268656716418","0.540388059701493","0.52865671641791","0.523462686567164","0.501731343283582","0.527462686567164"
"simulC2","2","lda","accuracy","0.52","0.52","0.552","0.52","0.52","0.52","0.52","0.552","0.548","0.496","0.536","0.52","0.532","0.496","0.54"
"simulC2","2","forest","precision","0.552115942028986","0.552115942028986","0.520688172043011","0.552115942028986","0.552115942028986","0.544285714285714","0.552115942028986","0.520688172043011","0.549441860465116","0.525172413793104","0.55637037037037","0.552115942028986","0.56934375","0.529142857142857","0.556676691729323"
"simulC2","2","forest","recall","0.597559322033898","0.597559322033898","0.666305084745763","0.597559322033898","0.597559322033898","0.593559322033898","0.597559322033898","0.666305084745763","0.574372881355932","0.583559322033898","0.595322033898305","0.597559322033898","0.592847457627119","0.577084745762712","0.591084745762712"
"simulC2","2","forest","accuracy","0.568","0.568","0.536","0.568","0.568","0.56","0.568","0.536","0.564","0.54","0.572","0.568","0.584","0.544","0.572"
"simulC2","2","svm","precision","0.470090909090909","0.470090909090909","0.474842105263158","0.470090909090909","0.470090909090909","0.472883720930233","0.470090909090909","0.474842105263158","0.517231527093596","0.422290502793296","0.45772972972973","0.470090909090909","0.458426395939086","0.500444444444444","0.458643216080402"
"simulC2","2","svm","recall","0.672440677966102","0.672440677966102","0.733762711864407","0.672440677966102","0.672440677966102","0.665966101694915","0.672440677966102","0.733762711864407","0.698203389830508","0.532033898305085","0.660203389830509","0.672440677966102","0.61135593220339","0.628881355932203","0.615593220338983"
"simulC2","2","svm","accuracy","0.472","0.472","0.476","0.472","0.472","0.476","0.472","0.476","0.532","0.42","0.456","0.472","0.46","0.512","0.46"
"simulC2","2","xgboost","precision","0.510091603053435","0.510091603053435","0.510618784530387","0.510091603053435","0.510091603053435","0.514","0.510091603053435","0.510618784530387","0.521846153846154","0.5298125","0.52190625","0.510091603053435","0.51","0.525474452554745","0.514"
"simulC2","2","xgboost","recall","0.537423728813559","0.537423728813559","0.64335593220339","0.537423728813559","0.537423728813559","0.539423728813559","0.537423728813559","0.64335593220339","0.547661016949152","0.551661016949152","0.543423728813559","0.537423728813559","0.52471186440678","0.566610169491525","0.535186440677966"
"simulC2","2","xgboost","accuracy","0.524","0.524","0.524","0.524","0.524","0.528","0.524","0.524","0.536","0.544","0.536","0.524","0.524","0.54","0.528"
"simulC2","2","multinom","precision","0.517724137931034","0.517724137931034","0.483430167597765","0.517724137931034","0.517724137931034","0.510251748251748","0.517724137931034","0.483430167597765","0.529246376811594","0.48089932885906","0.50268085106383","0.517724137931034","0.49513475177305","0.495496598639456","0.50268085106383"
"simulC2","2","multinom","recall","0.575322033898305","0.575322033898305","0.606169491525424","0.575322033898305","0.575322033898305","0.562847457627119","0.575322033898305","0.606169491525424","0.572847457627119","0.542610169491525","0.550372881355932","0.575322033898305","0.542135593220339","0.554847457627119","0.550372881355932"
"simulC2","2","multinom","accuracy","0.532","0.532","0.492","0.532","0.532","0.524","0.532","0.492","0.544","0.492","0.516","0.532","0.508","0.508","0.516"
"simulC2","2","lda","precision","0.517724137931034","0.517724137931034","0.48676404494382","0.517724137931034","0.517724137931034","0.510251748251748","0.517724137931034","0.48676404494382","0.529246376811594","0.484486486486487","0.50268085106383","0.517724137931034","0.49513475177305","0.495496598639456","0.50268085106383"
"simulC2","2","lda","recall","0.575322033898305","0.575322033898305","0.608169491525424","0.575322033898305","0.575322033898305","0.562847457627119","0.575322033898305","0.608169491525424","0.572847457627119","0.544610169491525","0.550372881355932","0.575322033898305","0.542135593220339","0.554847457627119","0.550372881355932"
"simulC2","2","lda","accuracy","0.532","0.532","0.496","0.532","0.532","0.524","0.532","0.496","0.544","0.496","0.516","0.532","0.508","0.508","0.516"
